ID (#),Age,Primary Const Code,UTD Giving Total,"AVG Giving 
Over 6 years","Max Prelim Rating vs
Windfall Capacity",Windfall PTG Rating
1321,67,Alumni,$140.00,$23.33,0,72
1322,71,Alumni,$75.00,$12.50,0,72
1323,63,Alumni,$878.33,$146.39,0,72
1324,64,Alumni,$125.00,$20.83,0,72
1325,75,Alumni,"$1,095.00",$182.50,0,72
1326,76,Alumni,$975.00,$162.50,0,72
1327,69,Alumni,$250.00,$41.67,0,72
1328,74,Alumni,$300.00,$50.00,0,72
1329,77,Alumni,"$3,285.00",$547.50,0,72
1330,55,Alumni,$525.00,$87.50,0,72
1331,63,Alumni,$175.00,$29.17,0,72
1332,68,Alumni,$200.00,$33.33,0,72
1333,82,Alumni,$300.00,$50.00,0,72
1334,71,Alumni,$0.00,$0.00,0,72
1335,57,Alumni,$490.00,$81.67,0,72
1336,71,Alumni,$100.00,$16.67,0,72
1337,86,Alumni,$150.00,$25.00,0,72
1338,69,Alumni,$150.00,$25.00,0,72
1339,58,Alumni,$69.69,$11.62,0,72
1340,54,Alumni,$125.00,$20.83,0,72
1341,66,Alumni,"$1,725.00",$287.50,0,72
1342,55,Alumni,$10.00,$1.67,0,72
1343,78,Alumni,$125.00,$20.83,0,72
1344,79,Alumni,"$1,600.00",$266.67,0,72
1345,68,Alumni,$600.00,$100.00,0,72
1346,65,Alumni,$610.00,$101.67,0,72
1347,68,Alumni,$325.00,$54.17,0,72
1348,63,Alumni,$250.00,$41.67,0,72
1349,85,Alumni,$235.00,$39.17,0,72
1350,77,Alumni,$145.00,$24.17,0,72
1351,61,Alumni,$185.00,$30.83,0,72
1352,69,Alumni,$145.00,$24.17,0,72
1353,77,Alumni,$150.00,$25.00,0,72
1354,64,Alumni,$345.00,$57.50,0,72
1355,84,Alumni,$300.00,$50.00,0,72
1356,62,Alumni,$100.00,$16.67,0,72
1357,53,Alumni,$280.00,$46.67,0,72
1358,63,Alumni,$800.00,$133.33,0,72
1359,60,Alumni,$125.00,$20.83,0,72
1360,57,Alumni,$580.00,$96.67,0,72
1361,80,Alumni,$225.00,$37.50,0,72
1362,52,Alumni,"$3,075.00",$512.50,0,72
1363,68,Alumni,"$1,910.31",$318.39,0,72
1364,54,Alumni,$200.00,$33.33,0,72
1365,77,Alumni,$375.00,$62.50,0,72
1366,63,Alumni,"$1,000.00",$166.67,0,72
1367,61,Alumni,$125.00,$20.83,0,72
1368,50,Alumni,$300.00,$50.00,0,72
1369,58,Alumni,$325.00,$54.17,0,72
1370,52,Alumni,$250.00,$41.67,0,72
1371,57,Alumni,$125.00,$20.83,0,72
1372,53,Alumni,"$1,025.00",$170.83,0,72
1373,58,Alumni,$20.00,$3.33,0,72
1374,66,Alumni,$450.00,$75.00,0,72
1375,49,Alumni,$405.00,$67.50,0,72
1376,84,Alumni,$350.00,$58.33,0,72
1377,48,Alumni,$310.00,$51.67,0,72
1378,66,Alumni,$300.00,$50.00,0,72
1379,58,Alumni,$625.00,$104.17,0,72
1380,64,Alumni,$25.00,$4.17,0,72
1381,49,Alumni,$275.00,$45.83,0,72
1382,48,Alumni,$525.00,$87.50,0,72
1383,60,Alumni,$0.00,$0.00,0,72
1384,78,Alumni,$375.00,$62.50,0,72
1385,49,Alumni,$25.00,$4.17,0,72
1386,77,Alumni,$325.00,$54.17,0,72
1387,55,Alumni,$145.00,$24.17,0,72
1388,44,Alumni,$50.00,$8.33,0,72
1389,46,Alumni,$637.69,$106.28,0,72
1390,45,Alumni,$19.69,$3.28,0,72
1391,47,Alumni,$100.00,$16.67,0,72
1392,45,Alumni,$450.00,$75.00,0,72
1393,47,Alumni,$120.00,$20.00,0,72
1394,55,Alumni,$252.69,$42.12,0,72
1395,45,Alumni,$450.00,$75.00,0,72
1396,45,Alumni,$410.00,$68.33,0,72
1397,77,Alumni,$320.00,$53.33,0,72
1398,77,Alumni,$145.00,$24.17,0,72
1399,56,Alumni,"$1,010.00",$168.33,0,72
1400,64,Alumni,$190.00,$31.67,0,72
1401,46,Alumni,$29.69,$4.95,0,72
1402,48,Alumni,$100.00,$16.67,0,72
1403,57,Alumni,$80.00,$13.33,0,72
1404,67,Alumni,$270.00,$45.00,0,72
1405,48,Alumni,$20.00,$3.33,0,72
1406,50,Alumni,$45.00,$7.50,0,72
1407,61,Alumni,$450.00,$75.00,0,72
1408,56,Alumni,$450.00,$75.00,0,72
1409,59,Alumni,$500.00,$83.33,0,72
1410,42,Alumni,$590.00,$98.33,0,72
1411,42,Alumni,$10.00,$1.67,0,72
1412,43,Alumni,$50.00,$8.33,0,72
1413,44,Alumni,$0.00,$0.00,0,72
1414,58,Alumni,$50.00,$8.33,0,72
1415,42,Alumni,$20.00,$3.33,0,72
1416,60,Alumni,$470.00,$78.33,0,72
1417,41,Alumni,$166.47,$27.75,0,72
1418,42,Alumni,$100.00,$16.67,0,72
1419,51,Alumni,$145.00,$24.17,0,72
1420,48,Alumni,$0.00,$0.00,0,72
1421,40,Alumni,$800.00,$133.33,0,72
1422,44,Alumni,$715.07,$119.18,0,72
1423,56,Alumni,"$2,615.00",$435.83,0,72
1424,38,Alumni,$569.47,$94.91,0,72
1425,45,Alumni,$0.00,$0.00,0,72
1426,37,Alumni,$30.00,$5.00,0,72
1427,40,Alumni,$70.00,$11.67,0,72
1428,66,Alumni,$280.00,$46.67,0,72
1429,53,Alumni,$249.69,$41.62,0,72
1430,65,Alumni,$0.00,$0.00,0,72
1431,44,Alumni,$19.69,$3.28,0,72
1432,36,Alumni,$100.00,$16.67,0,72
1433,30,Alumni,$350.00,$58.33,0,72
1434,42,Alumni,$60.00,$10.00,0,72
1435,46,Alumni,$150.00,$25.00,0,72
1436,32,Alumni,$250.00,$41.67,0,72
1437,36,Alumni,$100.00,$16.67,0,72
1438,36,Alumni,$200.00,$33.33,0,72
1439,35,Alumni,$350.00,$58.33,0,72
1440,31,Alumni,$19.69,$3.28,0,72
1441,48,Alumni,$50.00,$8.33,0,72
1442,56,Alumni,$39.38,$6.56,0,72
1443,,Alumni,$410.00,$68.33,0,72
1444,,Alumni,$400.00,$66.67,0,72
1445,49,Alumni,$19.69,$3.28,0,72
1446,43,Alumni,$39.69,$6.62,0,72
1447,62,Alumni,$100.00,$16.67,0,72
1448,37,Alumni,$14.69,$2.45,0,72
1449,56,Alumni,$69.69,$11.62,0,72
1450,50,Alumni,$59.69,$9.95,0,72
1451,50,Alumni,$69.69,$11.62,0,72
1452,53,Alumni,$19.69,$3.28,0,72
1453,54,Alumni,$106.00,$17.67,0,71
1454,75,Alumni,$175.00,$29.17,0,71
1455,69,Alumni,$400.00,$66.67,0,71
1456,61,Alumni,$25.00,$4.17,0,71
1457,76,Alumni,"$1,180.00",$196.67,0,71
1458,60,Alumni,$45.00,$7.50,0,71
1459,75,Alumni,$150.00,$25.00,0,71
1460,62,Alumni,$200.00,$33.33,0,71
1461,66,Alumni,"$5,960.00",$993.33,0,71
1462,69,Alumni,$50.00,$8.33,0,71
1463,63,Alumni,$200.00,$33.33,0,71
1464,74,Alumni,$0.00,$0.00,0,71
1465,65,Alumni,$275.00,$45.83,0,71
1466,66,Alumni,"$1,074.69",$179.12,0,71
1467,64,Alumni,$100.00,$16.67,0,71
1468,81,Alumni,$200.00,$33.33,0,71
1469,61,Alumni,"$5,200.00",$866.67,0,71
1470,66,Alumni,$75.00,$12.50,0,71
1471,77,Alumni,$200.00,$33.33,0,71
1472,78,Alumni,$314.69,$52.45,0,71
1473,75,Alumni,$125.00,$20.83,0,71
1474,68,Alumni,$300.00,$50.00,0,71
1475,63,Alumni,$625.00,$104.17,0,71
1476,73,Alumni,$150.00,$25.00,0,71
1477,78,Alumni,$75.00,$12.50,0,71
1478,80,Alumni,$100.00,$16.67,0,71
1479,89,Alumni,$300.00,$50.00,0,71
1480,61,Alumni,$364.00,$60.67,0,71
1481,67,Alumni,$400.00,$66.67,0,71
1482,69,Alumni,$425.00,$70.83,0,71
1483,63,Alumni,$500.00,$83.33,0,71
1484,73,Alumni,$325.00,$54.17,0,71
1485,66,Alumni,$325.00,$54.17,0,71
1486,67,Alumni,$0.00,$0.00,0,71
1487,65,Alumni,$235.00,$39.17,0,71
1488,67,Alumni,$225.00,$37.50,0,71
1489,73,Alumni,$100.00,$16.67,0,71
1490,57,Alumni,$125.00,$20.83,0,71
1491,64,Alumni,$25.00,$4.17,0,71
1492,74,Alumni,$250.00,$41.67,0,71
1493,57,Alumni,$125.00,$20.83,0,71
1494,68,Alumni,$0.00,$0.00,0,71
1495,63,Alumni,$100.00,$16.67,0,71
1496,81,Alumni,$0.00,$0.00,0,71
1497,67,Alumni,$75.00,$12.50,0,71
1498,79,Alumni,$500.00,$83.33,0,71
1499,66,Alumni,$325.00,$54.17,0,71
1500,68,Alumni,$225.00,$37.50,0,71
1501,78,Alumni,$115.00,$19.17,0,71
1502,72,Alumni,$651.70,$108.62,0,71
1503,61,Alumni,$250.00,$41.67,0,71
1504,57,Alumni,$250.00,$41.67,0,71
1505,75,Alumni,$0.00,$0.00,0,71
1506,79,Alumni,$0.00,$0.00,0,71
1507,61,Alumni,$825.00,$137.50,0,71
1508,58,Alumni,$250.00,$41.67,0,71
1509,55,Alumni,$210.00,$35.00,0,71
1510,53,Alumni,$725.00,$120.83,0,71
1511,56,Alumni,$100.00,$16.67,0,71
1512,60,Alumni,$25.00,$4.17,0,71
1513,76,Alumni,$100.00,$16.67,0,71
1514,77,Alumni,$347.69,$57.95,0,71
1515,80,Alumni,$160.00,$26.67,0,71
1516,64,Alumni,$150.00,$25.00,0,71
1517,68,Alumni,$225.00,$37.50,0,71
1518,73,Alumni,$0.00,$0.00,0,71
1519,65,Alumni,$125.00,$20.83,0,71
1520,59,Alumni,$120.00,$20.00,0,71
1521,61,Alumni,$275.00,$45.83,0,71
1522,50,Alumni,$150.00,$25.00,0,71
1523,58,Alumni,$0.00,$0.00,0,71
1524,61,Alumni,$200.00,$33.33,0,71
1525,49,Alumni,$100.00,$16.67,0,71
1526,49,Alumni,$25.00,$4.17,0,71
1527,54,Alumni,$25.00,$4.17,0,71
1528,69,Alumni,$0.00,$0.00,0,71
1529,56,Alumni,$50.00,$8.33,0,71
1530,72,Alumni,$500.00,$83.33,0,71
1531,69,Alumni,$250.00,$41.67,0,71
1532,46,Alumni,$100.00,$16.67,0,71
1533,51,Alumni,$100.00,$16.67,0,71
1534,59,Alumni,$50.00,$8.33,0,71
1535,48,Alumni,$107.37,$17.90,0,71
1536,58,Alumni,$150.00,$25.00,0,71
1537,55,Alumni,$270.00,$45.00,0,71
1538,48,Alumni,$290.00,$48.33,0,71
1539,46,Alumni,$250.00,$41.67,0,71
1540,67,Alumni,$0.00,$0.00,0,71
1541,53,Alumni,$400.00,$66.67,0,71
1542,73,Alumni,$50.00,$8.33,0,71
1543,43,Alumni,$65.00,$10.83,0,71
1544,53,Alumni,$300.00,$50.00,0,71
1545,57,Alumni,$25.00,$4.17,0,71
1546,48,Alumni,$10.00,$1.67,0,71
1547,51,Alumni,$150.00,$25.00,0,71
1548,43,Alumni,$120.00,$20.00,0,71
1549,45,Alumni,$200.00,$33.33,0,71
1550,47,Alumni,$45.00,$7.50,0,71
1551,42,Alumni,$100.00,$16.67,0,71
1552,45,Alumni,$300.00,$50.00,0,71
1553,50,Alumni,$100.00,$16.67,0,71
1554,44,Alumni,$0.00,$0.00,0,71
1555,44,Alumni,$130.00,$21.67,0,71
1556,67,Alumni,$20.00,$3.33,0,71
1557,46,Alumni,$100.00,$16.67,0,71
1558,41,Alumni,$350.00,$58.33,0,71
1559,49,Alumni,$350.00,$58.33,0,71
1560,42,Alumni,$75.00,$12.50,0,71
1561,41,Alumni,$0.00,$0.00,0,71
1562,42,Alumni,$80.00,$13.33,0,71
1563,38,Alumni,$449.28,$74.88,0,71
1564,39,Alumni,$50.00,$8.33,0,71
1565,39,Alumni,$50.00,$8.33,0,71
1566,43,Alumni,$100.00,$16.67,0,71
1567,35,Alumni,$425.00,$70.83,0,71
1568,59,Alumni,$425.00,$70.83,0,71
1569,39,Alumni,$200.00,$33.33,0,71
1570,33,Alumni,$45.18,$7.53,0,71
1571,43,Alumni,$200.00,$33.33,0,71
1572,31,Alumni,$20.00,$3.33,0,71
1573,55,Alumni,$0.00,$0.00,0,71
1574,28,Alumni,$150.00,$25.00,0,71
1575,25,Alumni,$0.00,$0.00,0,71
1576,88,Alumni,$360.00,$60.00,0,70
1577,69,Alumni,$0.00,$0.00,0,70
1578,70,Alumni,$325.00,$54.17,0,70
1579,81,Alumni,$220.00,$36.67,0,70
1580,78,Alumni,$125.00,$20.83,0,70
1581,71,Alumni,$450.00,$75.00,0,70
1582,60,Alumni,$25.00,$4.17,0,70
1583,76,Alumni,$0.00,$0.00,0,70
1584,62,Alumni,$50.00,$8.33,0,70
1585,74,Alumni,$235.00,$39.17,0,70
1586,71,Alumni,$125.00,$20.83,0,70
1587,68,Alumni,$400.00,$66.67,0,70
1588,69,Alumni,$150.00,$25.00,0,70
1589,62,Alumni,$0.00,$0.00,0,70
1590,70,Alumni,$245.00,$40.83,0,70
1591,82,Alumni,$25.00,$4.17,0,70
1592,66,Alumni,$75.00,$12.50,0,70
1593,64,Alumni,$515.00,$85.83,0,70
1594,79,Alumni,$355.00,$59.17,0,70
1595,64,Alumni,$0.00,$0.00,0,70
1596,70,Alumni,$100.00,$16.67,0,70
1597,62,Alumni,$400.00,$66.67,0,70
1598,67,Alumni,$75.00,$12.50,0,70
1599,72,Alumni,$100.00,$16.67,0,70
1600,82,Alumni,$50.00,$8.33,0,70
1601,78,Alumni,$75.00,$12.50,0,70
1602,58,Alumni,$150.00,$25.00,0,70
1603,72,Alumni,$200.00,$33.33,0,70
1604,63,Alumni,$150.00,$25.00,0,70
1605,60,Alumni,$150.00,$25.00,0,70
1606,60,Alumni,$103.01,$17.17,0,70
1607,61,Alumni,$225.00,$37.50,0,70
1608,63,Alumni,$100.00,$16.67,0,70
1609,70,Alumni,$350.00,$58.33,0,70
1610,61,Alumni,$0.00,$0.00,0,70
1611,74,Alumni,$220.00,$36.67,0,70
1612,79,Alumni,$0.00,$0.00,0,70
1613,82,Alumni,$195.00,$32.50,0,70
1614,70,Alumni,$100.00,$16.67,0,70
1615,73,Alumni,$75.00,$12.50,0,70
1616,81,Alumni,$125.00,$20.83,0,70
1617,74,Alumni,$0.00,$0.00,0,70
1618,76,Alumni,$0.00,$0.00,0,70
1619,78,Alumni,$100.00,$16.67,0,70
1620,89,Alumni,$175.00,$29.17,0,70
1621,63,Alumni,$125.00,$20.83,0,70
1622,64,Alumni,$0.00,$0.00,0,70
1623,83,Alumni,$0.00,$0.00,0,70
1624,62,Alumni,$125.00,$20.83,0,70
1625,71,Alumni,$50.00,$8.33,0,70
1626,66,Alumni,$60.00,$10.00,0,70
1627,66,Alumni,$125.00,$20.83,0,70
1628,84,Alumni,$210.00,$35.00,0,70
1629,68,Alumni,$0.00,$0.00,0,70
1630,62,Alumni,$25.00,$4.17,0,70
1631,79,Alumni,$125.00,$20.83,0,70
1632,62,Alumni,$425.00,$70.83,0,70
1633,65,Alumni,$0.00,$0.00,0,70
1634,82,Alumni,$250.00,$41.67,0,70
1635,66,Alumni,$225.00,$37.50,0,70
1636,66,Alumni,$0.00,$0.00,0,70
1637,77,Alumni,$75.00,$12.50,0,70
1638,68,Alumni,"$3,780.00",$630.00,0,70
1639,68,Alumni,$90.00,$15.00,0,70
1640,60,Alumni,$225.00,$37.50,0,70
1641,62,Alumni,$690.00,$115.00,0,70
1642,67,Alumni,$225.00,$37.50,0,70
1643,59,Alumni,$100.00,$16.67,0,70
1644,54,Alumni,$229.17,$38.20,0,70
1645,58,Alumni,$0.00,$0.00,0,70
1646,73,Alumni,$800.00,$133.33,0,70
1647,74,Alumni,$525.00,$87.50,0,70
1648,69,Alumni,$340.00,$56.67,0,70
1649,55,Alumni,$299.69,$49.95,0,70
1650,56,Alumni,$25.00,$4.17,0,70
1651,62,Alumni,$75.00,$12.50,0,70
1652,73,Alumni,$175.00,$29.17,0,70
1653,64,Alumni,$75.00,$12.50,0,70
1654,55,Alumni,$125.00,$20.83,0,70
1655,59,Alumni,$100.00,$16.67,0,70
1656,60,Alumni,$100.00,$16.67,0,70
1657,67,Alumni,$165.00,$27.50,0,70
1658,66,Alumni,$425.00,$70.83,0,70
1659,57,Alumni,$125.00,$20.83,0,70
1660,72,Alumni,$225.00,$37.50,0,70
1661,55,Alumni,$175.00,$29.17,0,70
1662,56,Alumni,$125.00,$20.83,0,70
1663,69,Alumni,$0.00,$0.00,0,70
1664,75,Alumni,$250.00,$41.67,0,70
1665,53,Alumni,$75.00,$12.50,0,70
1666,74,Alumni,"$1,150.00",$191.67,0,70
1667,61,Alumni,$695.00,$115.83,0,70
1668,49,Alumni,$110.00,$18.33,0,70
1669,52,Alumni,$75.00,$12.50,0,70
1670,61,Alumni,$125.00,$20.83,0,70
1671,52,Alumni,$170.00,$28.33,0,70
1672,50,Alumni,$150.00,$25.00,0,70
1673,52,Alumni,$0.00,$0.00,0,70
1674,48,Alumni,$110.00,$18.33,0,70
1675,59,Alumni,$484.95,$80.83,0,70
1676,60,Alumni,$0.00,$0.00,0,70
1677,76,Alumni,$0.00,$0.00,0,70
1678,57,Alumni,$0.00,$0.00,0,70
1679,47,Alumni,$40.00,$6.67,0,70
1680,66,Alumni,$125.00,$20.83,0,70
1681,61,Alumni,$175.00,$29.17,0,70
1682,45,Alumni,$120.00,$20.00,0,70
1683,50,Alumni,$135.00,$22.50,0,70
1684,47,Alumni,$150.00,$25.00,0,70
1685,53,Alumni,$270.00,$45.00,0,70
1686,48,Alumni,$300.00,$50.00,0,70
1687,65,Alumni,$100.00,$16.67,0,70
1688,51,Alumni,$10.00,$1.67,0,70
1689,55,Alumni,$100.00,$16.67,0,70
1690,46,Alumni,$0.00,$0.00,0,70
1691,49,Alumni,$350.00,$58.33,0,70
1692,45,Alumni,$50.00,$8.33,0,70
1693,54,Alumni,$110.00,$18.33,0,70
1694,43,Alumni,"$1,020.00",$170.00,0,70
1695,70,Alumni,$380.00,$63.33,0,70
1696,68,Alumni,$725.00,$120.83,0,70
1697,47,Alumni,$150.00,$25.00,0,70
1698,41,Alumni,$125.00,$20.83,0,70
1699,61,Alumni,$275.00,$45.83,0,70
1700,44,Alumni,$20.00,$3.33,0,70
1701,51,Alumni,$120.00,$20.00,0,70
1702,54,Alumni,$0.00,$0.00,0,70
1703,47,Alumni,$35.00,$5.83,0,70
1704,41,Alumni,$130.00,$21.67,0,70
1705,42,Alumni,$25.00,$4.17,0,70
1706,61,Alumni,$20.00,$3.33,0,70
1707,46,Alumni,$250.00,$41.67,0,70
1708,46,Alumni,$0.00,$0.00,0,70
1709,72,Alumni,$200.00,$33.33,0,70
1710,58,Alumni,$50.00,$8.33,0,70
1711,42,Alumni,$0.00,$0.00,0,70
1712,40,Alumni,$20.00,$3.33,0,70
1713,62,Alumni,$225.00,$37.50,0,70
1714,47,Alumni,$500.00,$83.33,0,70
1715,70,Alumni,$140.00,$23.33,0,70
1716,49,Alumni,$50.00,$8.33,0,70
1717,70,Alumni,$49.00,$8.17,0,70
1718,60,Alumni,$19.69,$3.28,0,70
1719,46,Alumni,$265.00,$44.17,0,70
1720,56,Alumni,$59.69,$9.95,0,70
1721,62,Alumni,$0.00,$0.00,0,70
1722,59,Alumni,$100.00,$16.67,0,70
1723,41,Alumni,$50.00,$8.33,0,70
1724,64,Alumni,$100.00,$16.67,0,70
1725,42,Alumni,$130.00,$21.67,0,70
1726,36,Alumni,$426.70,$71.12,0,70
1727,41,Alumni,$50.00,$8.33,0,70
1728,34,Alumni,$150.00,$25.00,0,70
1729,37,Alumni,$50.00,$8.33,0,70
1730,57,Alumni,$19.69,$3.28,0,70
1731,36,Alumni,$0.00,$0.00,0,70
1732,66,Alumni,"$1,000.00",$166.67,0,70
1733,55,Alumni,$25.00,$4.17,0,70
1734,26,Alumni,$42.89,$7.15,0,70
1735,54,Alumni,$20.20,$3.37,0,70
1736,31,Alumni,$60.00,$10.00,0,70
1737,29,Alumni,$0.00,$0.00,0,70
1738,47,Alumni,$39.38,$6.56,0,70
1739,42,Alumni,$19.69,$3.28,0,70
1740,45,Alumni,$19.69,$3.28,0,70
1741,31,Alumni,$19.69,$3.28,0,70
1742,50,Alumni,$79.69,$13.28,0,70
1743,57,Alumni,$0.00,$0.00,0,70
1744,51,Alumni,$19.69,$3.28,0,70
1745,61,Alumni,$150.00,$25.00,0,69
1746,80,Alumni,$175.00,$29.17,0,69
1747,74,Alumni,$150.00,$25.00,0,69
1748,68,Alumni,$0.00,$0.00,0,69
1749,87,Alumni,$125.00,$20.83,0,69
1750,82,Alumni,$25.00,$4.17,0,69
1751,71,Alumni,$160.00,$26.67,0,69
1752,71,Alumni,$72.00,$12.00,0,69
1753,72,Alumni,$100.00,$16.67,0,69
1754,68,Alumni,$100.00,$16.67,0,69
1755,67,Alumni,$0.00,$0.00,0,69
1756,66,Alumni,$225.00,$37.50,0,69
1757,90,Alumni,"$4,500.00",$750.00,0,69
1758,72,Alumni,$150.00,$25.00,0,69
1759,77,Alumni,$275.00,$45.83,0,69
1760,70,Alumni,$10.00,$1.67,0,69
1761,82,Alumni,$125.00,$20.83,0,69
1762,68,Alumni,$160.00,$26.67,0,69
1763,65,Alumni,$0.00,$0.00,0,69
1764,73,Alumni,$0.00,$0.00,0,69
1765,61,Alumni,$450.00,$75.00,0,69
1766,94,Alumni,$100.00,$16.67,0,69
1767,69,Alumni,$100.00,$16.67,0,69
1768,74,Alumni,$0.00,$0.00,0,69
1769,65,Alumni,$500.00,$83.33,0,69
1770,80,Alumni,$115.00,$19.17,0,69
1771,81,Alumni,$0.00,$0.00,0,69
1772,69,Alumni,$0.00,$0.00,0,69
1773,68,Alumni,"$1,650.00",$275.00,0,69
1774,74,Alumni,$100.00,$16.67,0,69
1775,73,Alumni,$0.00,$0.00,0,69
1776,68,Alumni,$0.00,$0.00,0,69
1777,63,Alumni,$975.00,$162.50,0,69
1778,91,Alumni,$25.00,$4.17,0,69
1779,70,Alumni,$85.00,$14.17,0,69
1780,72,Alumni,$0.00,$0.00,0,69
1781,77,Alumni,"$1,750.00",$291.67,0,69
1782,68,Alumni,$85.00,$14.17,0,69
1783,76,Alumni,$100.00,$16.67,0,69
1784,62,Alumni,$150.00,$25.00,0,69
1785,77,Alumni,$75.00,$12.50,0,69
1786,77,Alumni,$75.00,$12.50,0,69
1787,75,Alumni,$50.00,$8.33,0,69
1788,69,Alumni,$100.00,$16.67,0,69
1789,61,Alumni,$50.00,$8.33,0,69
1790,57,Alumni,$0.00,$0.00,0,69
1791,60,Alumni,$225.00,$37.50,0,69
1792,54,Alumni,$250.00,$41.67,0,69
1793,74,Alumni,$100.00,$16.67,0,69
1794,56,Alumni,$225.00,$37.50,0,69
1795,77,Alumni,$250.00,$41.67,0,69
1796,71,Alumni,$200.00,$33.33,0,69
1797,75,Alumni,$200.00,$33.33,0,69
1798,55,Alumni,$100.00,$16.67,0,69
1799,82,Alumni,$100.00,$16.67,0,69
1800,61,Alumni,$25.00,$4.17,0,69
1801,66,Alumni,$285.00,$47.50,0,69
1802,85,Alumni,"$1,145.00",$190.83,0,69
1803,56,Alumni,$100.00,$16.67,0,69
1804,75,Alumni,$325.00,$54.17,0,69
1805,74,Alumni,$150.00,$25.00,0,69
1806,57,Alumni,$75.00,$12.50,0,69
1807,63,Alumni,$75.00,$12.50,0,69
1808,59,Alumni,$75.00,$12.50,0,69
1809,55,Alumni,$300.00,$50.00,0,69
1810,54,Alumni,$400.00,$66.67,0,69
1811,52,Alumni,$180.00,$30.00,0,69
1812,48,Alumni,$125.00,$20.83,0,69
1813,63,Alumni,$125.00,$20.83,0,69
1814,74,Alumni,"$1,290.00",$215.00,0,69
1815,51,Alumni,$100.00,$16.67,0,69
1816,52,Alumni,$135.00,$22.50,0,69
1817,54,Alumni,$300.00,$50.00,0,69
1818,71,Alumni,$200.00,$33.33,0,69
1819,63,Alumni,$325.00,$54.17,0,69
1820,81,Alumni,$175.00,$29.17,0,69
1821,57,Alumni,$125.00,$20.83,0,69
1822,42,Alumni,$100.00,$16.67,0,69
1823,68,Alumni,$0.00,$0.00,0,69
1824,70,Alumni,$290.00,$48.33,0,69
1825,45,Alumni,$100.00,$16.67,0,69
1826,47,Alumni,$110.00,$18.33,0,69
1827,70,Alumni,$0.00,$0.00,0,69
1828,44,Alumni,$217.23,$36.21,0,69
1829,47,Alumni,$70.00,$11.67,0,69
1830,46,Alumni,$410.00,$68.33,0,69
1831,48,Alumni,$110.00,$18.33,0,69
1832,46,Alumni,$310.00,$51.67,0,69
1833,49,Alumni,$10.00,$1.67,0,69
1834,47,Alumni,$100.00,$16.67,0,69
1835,58,Alumni,$510.00,$85.00,0,69
1836,52,Alumni,$10.00,$1.67,0,69
1837,46,Alumni,$164.00,$27.33,0,69
1838,46,Alumni,$100.00,$16.67,0,69
1839,46,Alumni,$100.00,$16.67,0,69
1840,48,Alumni,$100.00,$16.67,0,69
1841,42,Alumni,$150.00,$25.00,0,69
1842,65,Alumni,$150.00,$25.00,0,69
1843,75,Alumni,$100.00,$16.67,0,69
1844,63,Alumni,$120.00,$20.00,0,69
1845,41,Alumni,$345.00,$57.50,0,69
1846,51,Alumni,$120.00,$20.00,0,69
1847,47,Alumni,$350.00,$58.33,0,69
1848,41,Alumni,$100.00,$16.67,0,69
1849,40,Alumni,$152.00,$25.33,0,69
1850,42,Alumni,$100.00,$16.67,0,69
1851,41,Alumni,$938.60,$156.43,0,69
1852,41,Alumni,$100.00,$16.67,0,69
1853,42,Alumni,$725.00,$120.83,0,69
1854,66,Alumni,$120.00,$20.00,0,69
1855,38,Alumni,$377.59,$62.93,0,69
1856,36,Alumni,$69.69,$11.62,0,69
1857,51,Alumni,$0.00,$0.00,0,69
1858,47,Alumni,$250.00,$41.67,0,69
1859,51,Alumni,$0.00,$0.00,0,69
1860,67,Alumni,$100.00,$16.67,0,69
1861,43,Alumni,$150.00,$25.00,0,69
1862,60,Alumni,$0.00,$0.00,0,69
1863,52,Alumni,$100.00,$16.67,0,69
1864,53,Alumni,$85.00,$14.17,0,69
1865,47,Alumni,$40.00,$6.67,0,69
1866,33,Alumni,$25.00,$4.17,0,69
1867,33,Alumni,$74.00,$12.33,0,69
1868,34,Alumni,$64.38,$10.73,0,69
1869,25,Alumni,$19.69,$3.28,0,69
1870,69,Alumni,$25.00,$4.17,0,69
1871,54,Alumni,$39.38,$6.56,0,69
1872,47,Alumni,$19.69,$3.28,0,69
1873,68,Alumni,$0.00,$0.00,0,68
1874,73,Alumni,$425.00,$70.83,0,68
1875,60,Alumni,$75.00,$12.50,0,68
1876,62,Alumni,$0.00,$0.00,0,68
1877,56,Alumni,$0.00,$0.00,0,68
1878,62,Alumni,$0.00,$0.00,0,68
1879,79,Alumni,$450.00,$75.00,0,68
1880,60,Alumni,$0.00,$0.00,0,68
1881,76,Alumni,$75.00,$12.50,0,68
1882,57,Alumni,$0.00,$0.00,0,68
1883,78,Alumni,$0.00,$0.00,0,68
1884,72,Alumni,$25.00,$4.17,0,68
1885,80,Alumni,$275.00,$45.83,0,68
1886,61,Alumni,$315.00,$52.50,0,68
1887,65,Alumni,$25.00,$4.17,0,68
1888,63,Alumni,$150.00,$25.00,0,68
1889,59,Alumni,$100.00,$16.67,0,68
1890,72,Alumni,$75.00,$12.50,0,68
1891,76,Alumni,$175.00,$29.17,0,68
1892,67,Alumni,$150.00,$25.00,0,68
1893,69,Alumni,$225.00,$37.50,0,68
1894,73,Alumni,"$2,630.00",$438.33,0,68
1895,71,Alumni,$305.00,$50.83,0,68
1896,58,Alumni,$200.00,$33.33,0,68
1897,75,Alumni,$75.00,$12.50,0,68
